id,clean_token,cluster
100,paddler board short build maximum comfort friction heavy activity paddler board short lightweight nylon outer fabric durable water repellent finish smooth loose hang recycle polyester liner reverse seam glide freely skin hidden button closure self drain zippered pocket inseam size outseam      recyclable common thread recycle program detail lightweight nylon durable quick liner attach inseam outseam reduce chafe provide quick drainage hide button closure self drain zippered pocket reverse seam reduce chafe inseam outseam available size fabric      nylon durable water repellent finish lining       deni recycle polyester recyclable common thread recycle program weight      thailand,-1
101,pataloha shirt early hawaiian shirt pitch postcard wear make inspire native design true aloha spirit year exquisitely tailor environmentally friendly      organic cotton coconut cloth textured cloth cool humid climate coconut button chest pocket recyclable common thread recycle program detail organic cotton coconut weave fabric chest pocket coconut button fabric      organic cotton coconut cloth recyclable common thread recycle program weight      thailand,-1
102,planer shirt planer shirt give surfing work original patagonia studio artwork fletcher chouinard design organic cotton shirt sport graphic pocket print phthalate free ringspun yarn tape shoulder seam lend soft touch doublestitche sleeve coverstitche neck armhole clean finish recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
103,platform shirt imagine problem dependency global warming sweep away good feature original artwork tomkinson platform shirt carry inside message southern environmental center southernenvironment group leverage tool environmental policy promote energy efficiency renewable resource lead clean future shirt recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,-1
104,pocket pack savvy commuter pocket pack carry worth essential streetwise silhouette gussete main compartment interior divider organizer pocket ultralight quick shoulder strap accommodate hydration tube headphone cord clip feature sternum strap safety whistle highly breathable spacer mesh panel wick moisture quickly allow circulation denier recycle polyester double weave polyurethane coating durable water repellent finish detail gussete main compartment interior divider pocket organize small item hydration sleeve work divider breathable shoulder strap ultralight quick slide sternum strap adjust easily build safety whistle shoulder strap accommodate hydration tube headphone cord clip highly breathable spacer mesh panel wick moisture quickly allow circulation fabric      deni recycle polyester double weave lining       deni polyester polyurethane coating durable water repellent finish shoulder strap      polyester spacer mesh weight vietnam,1
105,hoody spot round globe high alpine ridge backcountry bowl hoody earn rave active customer ambassador alike warm breathable mobile minimalist detail avid climber backcountry skier need stretchy fabric      recycle polyester spandex snug fitting balaclava style hood grid capilene stretch polyester wrist cuff minimal bulk harness recyclable common thread recycle program detail versatile fleece provide excellent stretch warmth wicking breathability variety temperature high interior grid structure enhance compressibility airflow time jersey microfiber face allow nonbinde layering capilene stretch panel cuff reduced bulk increase breathability snug fitting balaclava style hood deep center zipper offset chin comfort mesh chest pocket raglan sleeve comfort pack strap capilene cuff stretch thumb loop hold sleeve place fabric shell       polartec power recycle polyester spandex capilene stretch panel       polartec power polyester      recycle spandex gladiodor natural odor control recyclable common thread recycle program weight       colombia,-1
106,desert sandstone corn snow corner springtime snow shine versatile pullover high grid polyester interior stretch breathe move moisture insulate sized accommodate light underlayer work stand light midlayer reduce bulk brush mesh internal chest pocket glue eliminate seam recyclable common thread recycle program detail recycle recyclable polyester fabric provide excellent stretch warmth wicking breathability variety temperature wear lightweight insulation thermal baselayer lightweight yarn wick moisture outer microfiber yarns speed evaporation interior grid enhance compressibility airflow jersey microfiber face friction nonbinde layering zipper brush polyester mesh chest pocket fabric        polartec power polyester      recycle spandex recyclable common thread recycle program weight       colombia,-1
107,rain shadow pant light afterthought downpour rain shadow pant provide fully seam seal waterproof breathable protection packable lightweight tear resistant      layer nylon waterproof breathable barrier deluge durable water repellent finish inside raise pattern diffuse channel moisture away skin hassle free layering enhance long term durability feature include buttoned separate waistband partial elastic clean comfortable finish anatomically contour knee fully separate snap closure ankle waist gripper elastic cuff detail      layer tear resistant fabric waterproof breathable barrier deluge durable water repellent finish highly engineer interior surface texture channel moisture away skin protect waterproof barrier abrasion slide easily layer update clean finished separate waistband partially elasticize fully separate snap closure ankle waist articulate knee elastic cuff ankle fabric      layer       nylon waterproof breathable barrier deluge finish weight      vietnam,0
108,organic jean long       organic cotton denim obsession detail right jean occasion rugged soft organic cotton denim break right feature button closure pocket jean styling available distinct wash inseam length short      regular      long      look good year wear recycle common thread recycle program detail durable soft organic cotton denim button closure pocket jean style inseam fabric organic cotton denim recyclable common thread recycle program weight mexico,10
109,organic jean       organic cotton denim obsession detail right jean occasion rugged soft organic cotton denim break right feature button closure pocket jean styling available distinct wash inseam length short      regular      long      look good year wear recycle common thread recycle program detail durable soft organic cotton denim button closure pocket jean style inseam fabric organic cotton denim recyclable common thread recycle program weight mexico,10
110,relax organic jean shor everyday rarely wash favorite relaxed organic cotton pocket jean build long life comfort mobility clean classic styling wear robust organic cotton denim break right available inseam length short      regular      long      recyclable common thread recycle program detail durable organic cotton denim button closure pocket jean styling inseam fabric organic cotton denim recyclable common thread recycle program weight mexico,10
111,remat trash woman wader change ultimate recycle product remat byproduct automobile gasket manufacturing rework repurpose long life heavy duty wader change double triple driftboat seat cushion work station floor boat floor cleat protection tough cushy water stain resistant remat show kitchen sink mudroom door angler live synthetic nitrile rubber detail withstand temperature fuel resistant abrasion resistant water resistant extremely flexible lightweight content float recyclable easy wash fabric synthetic rubber recyclable common thread recycle program weight,-1
112,retro grade pant sonnie trotter wish list guide climbing pant friendly blend organic cotton spandex        feel soft light cool right dynamic motion free reign design straight length gusset harness friendly waist include internal drawcord offset belt loop pocket styling merge beat track bouldere inseam size recyclable common thread recycle program detail soft durable organic cotton spandex stretch easy slide skin pocket styling relaxed grow waistband harness comfort internal synthetic drawstre gussete crotch angle easy access zipper security pocket seam fabric organic cotton spandex recyclable common thread recycle program weight       vietnam,-1
113,riverwalker feel high water slick bedrock cobble like grease bowling ball riverwalker build reputation demanding wade condition great flexibility fast time light weight notch flex zone allow natural foot movement polypropylene insole shank provide stability comfort fool tough boot wade detail synthetic leather high filtration polyester mesh      recycle upper maximum support protect lacing mold midsole rockstopper insole shank stabilize grip protect stone bruise extra comfort thank padded insole ankle support extra durability highly abrasion resistant bumper stout reinforce toebox heel counter resoleable choice feel tungsten carbide stud sticky rubber size accommodate neoprene stocking foot wader detail quick synthetic leather comfortable lightweight wade shoe high filtration mesh keep sand silt drain quickly compression mold midsole polypropylene insole shank combination provide rigidity support protection stone bruising insole comfort arch support wide accommodate neoprene foot wader insulator sock ankle support cover protect lace loop speed lace hook notch sculpt flex zone highly abrasion resistant bumper stout reinforce toebox heel counter sole design hold straps long wear polyester feel sole outsole resole fabric high filtration recycle polyester mesh synthetic leather upper nylon spandex neoprene tongue polypropylene insole board fulllength mold midsole weight      china,-1
114,riverwalker stud high water slick bedrock cobble like grease bowling ball riverwalker build reputation demanding wade condition great flexibility fast time light weight notch flex zone allow natural foot movement polypropylene insole shank provide stability comfort fool tough boot wade detail synthetic leather high filtration polyester mesh      recycle upper maximum support protect lacing mold midsole rockstopper insole shank stabilize grip protect stone bruise extra comfort thank padded insole ankle support extra durability highly abrasion resistant bumper stout reinforce toebox heel counter resoleable choice feel tungsten carbide stud sticky rubber size accommodate neoprene stocking foot wader detail quick synthetic leather comfortable lightweight wade shoe high filtration mesh keep sand silt drain quickly compression mold midsole polypropylene insole shank combination provide rigidity support protection stone bruising insole provide arch support wide accommodate neoprene foot wader insulator sock ankle support cover protect lace loop speed lace hook notch sculpt flex zone highly abrasion resistant bumper stout reinforce toebox heel counter sole design hold straps insole comfort arch support feel stud tungsten carbide embed dual rubber layer prevent wobble outsole resole fabric high filtration recycle polyester mesh synthetic leather upper nylon spandex neoprene tongue polypropylene insole board fulllength mold midsole weight      china,-1
115,rock guide short high open expanse granite like lumpy ridge tuolumne vedauwoo lightweight rock guide combine stretch woven nylon spandex durability gritty rock fast time afternoon thunderhead unload stretch preserve mobility rear yoke customize climb specific detail gussete crotch harness compatible waist offset belt loop stitch thigh pocket hold topo protection inseam size recyclable common thread recycle program detail lightweight stretch woven nylon spandex deluge durable water repellent finish provide protection separate waist pull belt loops pocket handwarmer rear zippered stitch zippered thigh pocket gussete crotch inseam fabric      denier stretch woven nylon spandex deluge finish recyclable common thread recycle program weight vietnam,2
116,rockpile shirt beauty bouldering stack rockpile shirt feature original artwork elissa pfost print ringspun organic cotton phthalate free shirt tape shoulder seam will chafe pack recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
117,runshade trailhead dawn sunset imogene pass runshade keep comfortable high mileage lightweight breathable polyester jersey durable wick moisture provide protection quickly stand mini mock neck improved zipper tall additional protection open deep high output ventilation remove pocket pare raglan sleeve panel reduce seam chafing hydration pack strap reflective heat transfer logo keep visible recyclable common thread recycle program detail moisture wicke runshade fabric super soft provide protection collar band offer great neck protection minimal bulk deep center zipper clean finish skin comfort raglan sleeve panel seam pack straps reflective heat transfer logo fabric      polyester jersey recyclable common thread recycle program weight      vietnam,-1
118,shop pant home truck inside shop pant garment wash organic cotton canvas tool resistant break easily shape waist jean style pocket steel rivet double fabric knee reinforce flap cuff inseam size regular      short long recyclable common thread recycle program detail year round weight organic cotton canvas tough skin friendly feel waistband slightly mobility button closure pocket jean style patch pocket double fabric knee straight inseam length fabric organic cotton canvas recyclable common thread recycle program weight thailand,5
119,shop pant short home truck inside shop pant garment wash organic cotton canvas tool resistant break easily shape waist jean style pocket steel rivet double fabric knee reinforce flap cuff inseam size regular      short long recyclable common thread recycle program detail year round weight organic cotton canvas tough skin friendly feel waistband slightly mobility button closure pocket jean style patch pocket double fabric knee straight inseam length fabric organic cotton canvas recyclable common thread recycle program weight thailand,5
120,simple guide skin headlamp summit noon finish late cragge light stretch weave soft shell jacket breathe protect keep pace highly breathable wind resistant double weave blend recycle polyester spandex deluge durable water repellent finish move move moisture stay durable detail microfleece line neck wind flap zipper left chest handwarmer pocket elasticized cuff drawcord recyclable common thread recycle program detail highly breathable wind resistant stretch weave soft shell fabric deluge durable water repellent finish microfleece line neck wind flap skin comfort zipper exterior leave chest pocket zipper handwarmer pocket elasticize cuff drawcord fabric      recycle polyester spandex double weave deluge finish recyclable common thread recycle program weight      thailand,0
121,soar aerial pursuit soar jacket combine spring weight utility gonzo limit approach lightweight organic cotton ripstop handsome stand collar button placket hide drop button cargo chest pocket roomy handwarmer pocket provide ample stash space internal pocket bear signature soar bird jason stowell recyclable common thread recycle program detail lightweight organic cotton ripstop stand collar button placket drop button cargo chest pocket roomy handwarmer pocket internal drop pocket screen print soar bird jason stowell fabric      organic cotton ripstop recyclable common thread recycle program weight      thailand,-1
122,sonar shirt split sonar threaten survival whale dolphin rely sound maintain life sonar shirt feature humorous artwork jason stowell carry inside message importance declare vital marine habitat limit intensive sonar training nrdc info recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,-1
123,special edition pataloha shirt year special edition pataloha shirt artfully depict surf climb spot globe coconut button beautiful pragmatic machine washable blend organic cotton tencel limit classic drape smoothly scream mahalo recyclable common thread recycle program detail machine washable blend organic cotton tencel drape smoothly coconut button fabric organic cotton tencel recyclable common thread recycle program weight      thailand,-1
124,squid shirt artist tompkinson original work render squid shirt coat print ringspun organic cotton      lightweight shirt print phthalate free harmful environment tape shoulder seam provide chafe recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
125,island hopper shirt serene face heat cleansing dunk hotel sink island hopper traveler manna ultralight blend moisture wicke recycle polyester organic cotton ventilate light color reflect oversized drop chest pocket size passport mesh vent breeze come detail light quick recycle polyester organic cotton plain weave blend easy access drop passport sized chest pocket mesh vent maximize airflow placket streamline wear evenly rest garment coconut button fabric      recycle polyester organic cotton plain weave recyclable common thread recycle program weight      thailand,-1
126,pragmatist shirt like spare roll duct tape pragmatist shirt work wonder pinch lightweight organic cotton polyester        crisp woven construction soft cleanly style acutely wrinkle resistant shirttail recyclable common thread recycle program detail organic cotton polyester plain weave fabric lightweight soft wrinkle resistance shirttail single chest patch pocket fabric      organic cotton polyester plain weave recyclable common thread recycle program weight      thailand,-1
127,puckerware shirt humidity make shirt wilt puckerware shirt texture polyester organic cotton yarn dyed seersucker blend stay loose comfortable crinkle weave skin allow circulate sweat dissipate resist wrinkling wash easily flash button chest pocket vent straight recyclable common thread recycle program detail lightweight breathable recycle polyester organic cotton blend flash will stick skin button chest pocket straight vent fabric      recycle polyester organic cotton yarn dyed seersucker recyclable common thread recycle program weight      thailand,-1
128,stretch ready body workout eldorado canyon lead quick stretch soft technical plait fabric blend organic cotton exterior polyester spandex inside wick moisture slim athletic patagonia graphic screen print chest recyclable common thread recycle program detail plait fabric soft cotton exterior polyester inside wick moisture away skin crewneck graphic screen print chest fabric      organic cotton polyester spandex recyclable common thread recycle program weight      thailand,-1
129,bristol tierra fuego russian arctic share thing good fishing weather jacket introduction venerable continually standard water weather protection today version feature late advance shell design technology host angler friendly detail layer recyclable nylon ripstop waterproof breathable fabric durable extremely light well fully recyclable integrate hood single pull adjustment waterproof corrosion resistant aquazip main hand pocket zipper classic large gussete chest pocket waterproof high deep wade streamlined cuff flat resist line snagging seal water detail large pocket hide holder medium length inch long deep wade jacket recyclable common thread recycle program detail light highly breathable durable layer recyclable nylon double ripstop fabric waterproof breathable barrier deluge durable water repellent finish integrate hood single pull adjustment waterproof corrosion resistant ririaquazip main handwarmer pocket zipper reverse stretchcoat cuff fabric large gussete chest pocket waterproof high wade inside tippet pocket large pocket beastie ring hide holder joint sleeve anatomically curve elbow seam seal fabric layer recyclable nylon double ripstop fabric waterproof breathable barrier deluge finish cuff reverse stretchcoat recyclable common thread recycle program weight      vietnam,-1
130,stormfront duffel      design haul good protect stormfront duffel build abrasion resistant material available guarantee waterproof depth foot weld seam waterproof zipper water coating double layer construction ensure durability year hardcore duffel feature load access easy packing keep organize external pocket internal mesh pocket small essential grab toss haul handle shoulder strap life easy removable compression strap reverse haul detail load access easy pack external organizer pocket great quick grab item internal mesh pocket organize finer essential weld seam waterproof zipper water grab toss haul handle removable compression strap protect zipper reverse haul attach large item removable shoulder strap comfortable long haul carry waterproof material available coating double layer construction guarantee durability year hardcore fabric deni recycle polyester polyurethane coating deni polyester laminate weight china,-1
131,stormfront pack wade little deep hour horizontal downpour problema need long safely inside stormfront pack ultra simple waterproof pack tough deni double polyurethane coated nylon fabric feature revolutionary easy waterproof zipper internal custom gear case hook loop divider comfortably support removable shoulder strap harness spacer mesh panel harness perfect boat glue zippered mesh pocket keep valuable organize extra external mesh pocket hold hydration reservoir harness system include tool attachment storage capability plus bonus compatible vest portion pack vest detail waterproof corrosion proof main zipper zipper relocate create panel open waterproof weld internal custom padded gear case hook loop divider detachable harness transform stormfront pack drybag stormfront pack harness crossover functionality pack vest external mesh hydration reservoir pocket internal zippered mesh pocket spacer mesh panel wick moisture quickly allow circulation fabric deni nylon double coat polyurethane film gear case deni polyester harness pack spacer mesh weight china,-1
132,stretch polo core nomadic lifestyle stretch polo stuffable sink washable quick throw polo shirt duffel wear crag pair khakis dinner plait fabric combination organic cotton polyester spandex soft indulgent exterior moisture manage interior keep supple collar protect neck determined gearsling recyclable common thread recycle program detail plait fabric soft cotton exterior polyester inside wick moisture away skin fabric      organic cotton polyester spandex recyclable common thread recycle program weight      thailand,-1
133,stretch wade belt belt come patagonia wader         wide elasticized polyester feature profile duraflex stealth buckle quick release smooth function easy adjustment belt accommodate multiple tool holster work wader patagonia label double accessory loop detail         wide polyester elastic quick release duraflex stealth buckle provide smooth function easy adjustable patagonia label double accessory loop fabric stretch polyester weight      china,-1
134,divider tough water resistant great divider compact soft sided boat chest protect haul organize vital gear reel phone flare lunch reside safely protective custody water bear chaos rain deni double polyurethane coat nylon patented molded waterproof protection stand water zipper weld seam eliminate leakage shock absorb high density foam give shape inside adjustable foam divider float transparent panel removable pocket provide flexible organization access highly water resistant zipper grip single adjustable removable padded shoulder strap make haul easy inside remove pack flat inside luggage easily assemble reach destination detail durable waterproof coat nylon exterior repel water pliable resilient high density foam main compartment give shape protect content patent molded repel stand water grip slippery surface transparent float interior panel inside zipper pocket side foam divider hook loop attachment arrange configuration interior zipper transparent removable pocket strap attachment seam weld eliminate leakage highly water resistant zipper grip single adjustable removable padded shoulder strap fabric body deni nylon double coat polyurethane coating patent mold piece weight      china,-1
135,surf brim paddle wait surf brim keep cranium cool shade quick secure coverage protection degree floatable foam brim shade vulnerable skin allow clean duck dive dark underside reduce glare fast nylon durable water repellent finish drain hole shed water stay detail include soft neoprene headband tuck away chin strap adjustable rear buckle detail soft fast easy care nylon block foam brim hold shape stiff brim need allow clean duck dive neoprene headband provide secure soft neoprene chin strap tuck away dark underbill reduce glare vent drain hole reduce water heat build adjustable rear buckle elastic snug fabric shell underbill       nylon durable water repellent finish chin strap headband neoprene weight      china,-1
136,surf sneaker footwear choice chase beach blitz pole canoe case spruce wedding surf sneaker employ tried true cupped midsole tough outsole marlwalker soft flex pattern boat deck shore break light comfortable fast style offer right support protection weigh high filtration mesh recycle polyester color select optimal camouflage nonmarking sole wide detail tough durable quick synthetic leather will fade neoprene collar high filtration mesh keep sand silt drain quickly mold rubber cupsole midsole insole arch support soft midsole flex pattern stability rock boat deck rugged shore break wide accommodate lightweight capilene sock insulator sock gravel guard sturdy rubber mold heel counter protect impact sharp coral ankle support open lace speed lace hook high traction rubber sole nonmarke shed camouflage colors fabric lightweight high filtration recycle polyester mesh synthetic leather upper neoprene spandex tongue collar mold length rubber outsole interior midsole weight      china,-1
137,tech belt hoist heavy work pant resist migration hipbelt importantly keep place animate guitar routine belt aluminum buckle lightweight strong cinch tight reliable hitch handy bottle opener         nylon endures abuse quickly detail quick nylon double emergency lash strap forge aluminum buckle lightweight strong notch cold fabric         nylon weight       philippine,-1
138,text logo shirt text logo shirt tell classic story word print pure      organic cotton phthalate free shirt ringspun softness durable tape shoulder seam minimize chafing recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
139,know shirt inspire thoreau immortal word yvon chouinard mantra know need simply state original artwork geoff mcfetridge know shirt print organic cotton      phthalate free durable tape shoulder seam ringspun fabric yarn soft skin recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
140,tree shirt summertime staple airy crag lofty topout lightweight organic cotton ripstop fabric durability coarse climb progressive minded look ultrasoft feel shoulder yoke design keep seam away gear sling pressure point drop tail stay harness tree embroider backside left shoulder recyclable common thread recycle program detail soft lightweight breathable organic cotton ripstop drop chest pocket unique embroidery tree left shoulder yoke drop tail fabric      organic cotton ripstop recyclable common thread recycle program weight       thailand,-1
141,torrentshell pant lightweight waterproof breathable torrentshell pant singe rain thunderstorm boom simple pull style elastic drawcorde waistband articulate knee zippered pocket handwarmer zippered adjustable hook loop cuff pant stuff pocket carabiner clip loop detail      layer fabric waterproof breathable barrier deluge durable water repellent finish elasticize self fabric waistband internal drawcord pull easy pocket secure zippered handwarmer secure zipper treat zipper storm flap articulate knee adjustable self fabric hook loop closure ankle flap treat zipper knee pant stow pocket fabric      layer       deni nylon ripstop waterproof breathable barrier deluge finish weight      china,0
142,travel belt traveler keep pant adhere valuable securely hide fast heavy duty zippered inch stealth pocket hold cash love note home slip anodized buckle turn belt emergency lash strap detail quick nylon double emergency lash strap forge aluminum buckle lightweight strong anodize anticorrosive finish buckle fabric       nylon weight      philippine,-1
143,traverse training routine number bicycle indian peak pawnee pass scramble shoshoni peak return ride home soak start plan number lightweight highly breathable traverse keep stride entire fast drying recycle polyester spandex fabric stretch deluge durable water repellent finish protect weather jacket feature include mesh line stand collar zipper garage wind flap elastic band cuff drawcord waist slight drop tail zippered handwarmer pocket zippered pocket left bicep cord pass reflective logo graphic cuff visible recyclable common thread recycle program detail fast stretch weave polyester soft shell durable deliver mechanical stretch deluge durable water repellent finish mesh line stand collar wind flap zipper garage zipper handwarmer pocket pocket left bicep interior cord pass elastic band cuff drawcord waist slight drop tail reflective logo graphic cuff fabric      deni recycle polyester spandex mechanical stretch deluge durable water repellent finish recyclable common thread recycle program weight      vietnam,0
144,trout silhouette shirt simplicity silhouette shirt embody trout need purity clean cold water print canvas organic cotton fabric ringspun softness tape shoulder seam double stitching sleeve durability coverstitche neck armhole lend clean finish recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
145,trucker hair classic road trip volume retro styling feature fabric blend organic cotton nylon polyester mesh cool ventilate skin savvy generous bill precurve adjustable detail organic cotton canvas polyester mesh comfort shapeable bill protection adjustable customize large volume accommodate hair fabric crown organic cotton canvas crown      polyester mesh weight china,-1
146,board short stay cover water test wavefarer board short design long outseam prevent rash rail three smooth quick treat nylon forward inseam will chafe flat single button gussete secure entry ensure will come spin cycle easy access self drain pocket loop keep stash intact inseam size recyclable common thread recycle program detail recyclable lightweight nylon durable water repellent finish flat single button piece self line waistband contour line horizontal self drain seam pocket secure internal loop forward inseam crotch eliminate chafe knee rise inseam outseam available size fabric      nylon finish recyclable common thread recycle program weight      thailand,-1
147,ultra short popular long quick ultra short lightweight deni polyester ripstop wicking finish stay cool comfortable mile mile pocket drop large drop stitch compartment energy secure zippered security waistband hold interior drawcord lightweight breathable build liner extend waistband comfortable inseam size reflective heat transfer logo reflective graphic visible recyclable common thread recycle program detail lightweight fabric speed time smooth hand chafing comfort lightweight breathable moisture wicking build liner extend waistband comfortable interior drawcord drop pocket large pocket feature stitched compartment item secure zippered security pocket waistband reflective heat transfer logo graphic inseam fabric      deni polyester ripstop wicking finish lining       microdeni polyester crepe moisture wicke performance recyclable common thread recycle program weight      vietnam,0
148,hiking crew sock heat boucher trail shut fast airy hiker dynamic fabric blend chlorine free merino wool nylon spandex manage moisture mile hardpan preserve cool airflow pace lightweight loop construction footbed cushion bruise terrain open knit weave arch vent excess heat loop lintoe construction create ultra flat friendly seam detail wool blend strategically knit balance wicke performance cushioning durability ultra lightweight loop construction footbed provide maximum cushioning bulk felted wool yarn chlorine free itch free offer long term stability performance open knit construction foot vent excess heat help moderate foot temperature loop lintoe construction create small flat seam possible ultimate comfort fabric chlorine free merino wool nylon spandex weight     ,7
149,velocity parch open slope black mountain velocity keep head current cool build breathability mesh panel wispy crown polyester deflect heat panel design allow close customize profile elastic buckle closure wicking coolmax headband keep sweat dark underbill shade glare detail adjustable rear buckle elastic snug coolmax headband wick moisture dark underbill reduce glare sand fabric soft skin fabric      polyester weight      china,-1
150,watermaster high originally midwest spring creek aficionado watermaster high find backcountry trekker jetty scrambler skinny water paddler minimalist angler rest assure grandpa floppy rubber boot watermaster proprietary waterproof breathable polyester microfiber fabric hydrostorm barrier durable sweat free performance quick release buckle adjustment drawcord gripper elastic strip provide secure flop free upper specifically design left right neoprene bootie build fabric gravel guard abrasion resistant scuff zone foot protect comfortable detail specifically design left right bootie quick release buckle adjustment drawcord gripper elastic strip secure upper build heavyweight reinforcement fabric gravel guard abrasion resistance scuff zone         gripper elastic gravel guard cuffs conceal stainless steel lock boot hook secure cuff boot avoid line catch stretch wade belt quick release duraflex stealth buckle provide smooth function easy adjustable fabric layer polyester microfiber proprietary hydrostorm waterproof breathable barrier deluge durable water repellent finish gravel guard       polyester microfiber double weave bootie neoprene abrasion resistant fabric weight      china,11
151,world accord biker shir health health planet cycle interconnectedness feature original work team head state world accord biker shirt print organic      cotton neck shirt feature inside message movement create complete interconnect transportation network cyclist bikeleague info recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
152,world trout shirt james prosek recreate view mimic energy fish unique line dollar sale shirt benefit world trout organization support conservation effort identifie protect native fish learn patagonia fishing line world trout patagonia fishing organic cotton recyclable common thread recycle program detail ringspun yarn soft hand tape shoulder seam screen print phthalate free fabric      organic cotton recyclable common thread recycle program weight     ,4
153,watermaster wader long blackberry barbwire basalt fact wader importantly sort abuse version watermaster wader accomplish number front proprietary waterproof breathable polyester microfiber fabric package hydrostorm barrier quantitatively puncture resistant competition come inside light breathable fabric tough version finally overlook innovative internal suspension system make easy relieve take jacket vest consider driving rainstorm incredibly durable lightweight pair wader word watermaster field repair include detail polyester microfiber shell proprietary waterproof breathable hydrostorm barrier deluge durable water repellent finish inside zippered main pocket piggyback mesh pocket internal tool loop flip quick access unique waist mount suspender allow easy conversion chest waist height post slot design suspender offer security wade deep roll waist high comfort anatomically curve knee modify joint crotch inside seam position away wear zone specifically design left right bootie build heavyweight reinforcement fabric gravel guard abrasion resistance scuff zone         gripper elastic gravel guard cuff conceal stainless steel lock boot hook secure cuff boot avoid line catch stretch wade belt quick release duraflex stealth buckle provide smooth function easy adjustable field repair include fabric upper layer       polyester microfiber twill shell proprietary waterproof breathable hydrostorm barrier deluge durable water repellent finish torso layer polyester microfiber reinforcement fabric proprietary hydrostorm barrier deluge finish gravel guard       polyester microfiber deluge finish bootie neoprene abrasion resistant fabric weight china,11
154,watermaster wader short blackberry barbwire basalt fact wader importantly sort abuse version watermaster wader accomplish number front proprietary waterproof breathable polyester microfiber fabric package hydrostorm barrier quantitatively puncture resistant competition come inside light breathable fabric tough version finally overlook innovative internal suspension system make easy relieve take jacket vest consider driving rainstorm incredibly durable lightweight pair wader word watermaster field repair include detail polyester microfiber shell proprietary waterproof breathable hydrostorm barrier deluge durable water repellent finish inside zippered main pocket piggyback mesh pocket internal tool loop flip quick access unique waist mount suspender allow easy conversion chest waist height post slot design suspender offer security wade deep roll waist high comfort anatomically curve knee modify joint crotch inside seam position away wear zone specifically design left right bootie build heavyweight reinforcement fabric gravel guard abrasion resistance scuff zone         gripper elastic gravel guard cuff conceal stainless steel lock boot hook secure cuff boot avoid line catch stretch wade belt quick release duraflex stealth buckle provide smooth function easy adjustable field repair include fabric upper layer       polyester microfiber twill shell proprietary waterproof breathable hydrostorm barrier deluge durable water repellent finish torso layer polyester microfiber reinforcement fabric proprietary hydrostorm barrier deluge finish gravel guard       polyester microfiber deluge finish bootie neoprene abrasion resistant fabric weight china,11
155,active hipster perfect life nomadic perfect underwear stay ride active hipster extra wide waistband newly redesign single sided bind will wander restrict ultra soft pliable fabric manage moisture breathe keep comfortable solid print       nylon spandex stripe       polyester      recycle spandex detail solid print smooth stretchy nylon stripe soft stretchy polyester wick moisture comfy extra wide waistband flat will roll bind breathable mini crotch soft single side bind opening will chafe creep fabric solid print       nylon spandex stripe       polyester      recycle spandex moisture wicke performance weight       israel,-1
156,active mesh despite inability belay slave active mesh make perfect climbing partner body conform fabric provide fluid support wick moisture seamless construction eliminate chafe comfortable nonslip strap will skin contour flattering unobstructed movement coverage design solo partner layer nylon mesh spandex detail stretchy body conform nylon spandex blend ultradurable supportive wick moisture skin seamless construction comfortable nonslip strap meet style fabric      nylon mesh spandex moisture wicke performance weight      israel,-1
157,capris pair highly compressible capri pack weather comfort high place moisture wicke blend polyester spandex stretch fabric amazing rough rock fortitude straight slight flare cuff feature drop pocket single stealth right thigh pocket harness compatible rise waist secure drawcord snap closure include rear dart shape improved custom inseam size detail feature blend polyester spandex total mobility light drape fast time abrasion resistance fabric lightweight cool clean profile waist snap closure straight stash pocket right thigh drop pocket rise inseam size fabric      polyester spandex stretch weight      vietnam,-1
158,weather training stride ojai pratt trail find yoga studio quick escape need simplified functional multisport training stretch breathe feature wide strap pack wear comfort coverage underlayer compatibility update light fabric      polyester spandex supple durable stretchy offset shoulder seam reduce chafe asymmetrical seam waist belt climb harness revise simple shape neck help cool reflective heat transfer logo keep visible detail supple durable stretchy knit fabric highly breathable offset shoulder seam reduce chafe wide strap neck coverage compatibility undergarment asymmetrical seam work beneath harness pack reflective heat transfer logo fabric      polyester spandex weight      vietnam,-1
